Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2014,201406,Exports,India,"Other Asia, nes","Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,902261
2014,201406,Exports,India,Oman,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,17863
2014,201406,Exports,India,Nepal,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,44408
2014,201407,Imports,India,Netherlands,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1121
2014,201407,Imports,India,United Kingdom,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,38235
2014,201407,Imports,India,Denmark,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,168940
2014,201407,Imports,India,Viet Nam,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,869911
2014,201407,Imports,India,United States of America,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,94000
2014,201407,Imports,India,Poland,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,80938
2014,201408,Imports,India,Viet Nam,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1309549
2014,201408,Imports,India,United States of America,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,65571
2014,201408,Imports,India,United Kingdom,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,5274
2014,201408,Exports,India,United Kingdom,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,100489
2014,201408,Exports,India,Algeria,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,22381
2014,201408,Exports,India,China,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,81628
2014,201408,Exports,India,Germany,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,29126
2014,201408,Exports,India,"China, Hong Kong SAR","Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1474
2014,201408,Exports,India,Israel,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,61224
2014,201408,Exports,India,Italy,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,45914
2014,201408,Exports,India,Japan,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,558253
2014,201408,Exports,India,Jordan,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,2541
2014,201408,Exports,India,Rep. of Korea,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,73675
2014,201408,Exports,India,Malaysia,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,145822
2014,201408,Exports,India,Maldives,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,4717
2014,201408,Exports,India,"Other Asia, nes","Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1565053
2014,201408,Exports,India,Nepal,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,55217
2014,201408,Exports,India,Russian Federation,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,175956
2014,201408,Exports,India,Singapore,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,316072
2014,201408,Exports,India,United States of America,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,302576
2014,201408,Exports,India,Viet Nam,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,156366
2014,201408,Exports,India,Spain,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,2499
2014,201408,Exports,India,Thailand,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,14022
2014,201408,Exports,India,United Arab Emirates,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,75000
2014,201409,Imports,India,Italy,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1196
2014,201409,Imports,India,Denmark,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,133521
2014,201409,Imports,India,Rep. of Korea,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,10747
2014,201409,Imports,India,United Kingdom,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,84117
2014,201409,Imports,India,Netherlands,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,2087
2014,201409,Imports,India,Norway,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,427
2014,201409,Imports,India,Viet Nam,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1308143
2014,201409,Imports,India,United Arab Emirates,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,330
2014,201409,Exports,India,United Arab Emirates,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,11496
2014,201409,Exports,India,Viet Nam,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,41173
2014,201409,Exports,India,Spain,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,151387
2014,201409,Exports,India,Thailand,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,24234
2014,201409,Exports,India,Qatar,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,446
2014,201409,Exports,India,Russian Federation,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,1118913
2014,201409,Exports,India,Singapore,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,318737
2014,201409,Exports,India,United Kingdom,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,72676
2014,201409,Exports,India,United States of America,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0304,353548
